skill_id,skill_name,has_script,moment_type,moment_id,has_condition,effect_id,effect_name
1024,焚羽凌霄,False,AfterAction,1024003,No,400005,AddRandomKey
1025,1025,False,ActionWheelStart,1025001,No,111004110,AddBuff
1025,1025,False,ActionWheelStart,1025001,No,112001110,AddBuff
1025,1025,False,ReleaseSkillAction,1025002,No,111008105,AddBuff
1025,1025,False,ReleaseSkillAction,1025002,No,111010105,AddBuff
1025,1025,False,ReleaseSkillAction,1025002,No,142012105,AddBuff
1025,1025,False,AfterAction,1025003,No,400005,AddRandomKey
1026,鸩姿,False,ActionWheelStart,1026001,No,900000,AddRandonKeyToDefineCount
1026,鸩姿,False,ReleaseSkillAction,1026002,No,3400001,AddActionTimes
1026,鸩姿,False,ReleaseSkillAction,1026002,No,119000401,AddBuff
1027,1027,False,BeforeClash,1027003,Yes,101005,ChangeProperty
1027,1027,False,BeforeClash,1027004,Yes,101018,ChangeProperty
1028,逃之夭夭,False,ReleaseSkillAction,1028002,No,9800001,ExitBattle
1029,周旋,False,ReleaseSkillAction,1029001,No,111002101,AddBuff
1029,周旋,False,AfterAction,1029002,No,400004,AddRandomKey
1030,遁江,False,DoDesitionAction,1030001,Yes,111016101,AddBuff
1030,遁江,False,AfterAction,1030002,No,101005,ChangeProperty
1031,好戏开场,False,DoDesitionAction,1031001,No,2900011,ChangeActionWheel
1031,好戏开场,False,ReleaseSkillAction,1031002,No,119000502,AddBuff
1032,围追堵截,False,ReleaseSkillAction,1032003,Yes,4200021,ChangeTargetToOther
1033,妖化,False,ReleaseSkillAction,1033001,No,111011102,AddBuff
1033,妖化,False,AfterAction,1033002,No,102008,ChangeProperty
1033,妖化,False,AfterAction,1033002,No,119000802,AddBuff
1034,叩天门,False,DoDesitionAction,1034001,No,113040101,AddBuff
1034,叩天门,False,ReleaseSkillAction,1034002,No,3400001,AddActionTimes
1036,舔舐伤口,False,ReleaseSkillAction,1036001,No,4300131,ClearAbnormalBuffAndAddGainBuff
1038,蜷缩抽搐,False,BeforeClash,1038003,Yes,119000701,AddBuff
1038,蜷缩抽搐,False,ReleaseSkillAction,1038004,No,4401202,ClearBuffByType
1038,蜷缩抽搐,False,ReleaseSkillAction,1038004,No,111017110,AddBuff
1040,舔舐伤口,False,ReleaseSkillAction,1040001,No,4300132,ClearAbnormalBuffAndAddGainBuff
1041,生生不息,False,ReleaseSkillAction,1041002,No,104003,ChangeProperty
1041,生生不息,False,AfterAction,1041003,No,102008,ChangeProperty
1042,生生不息,False,ReleaseSkillAction,1042002,No,104004,ChangeProperty
1042,生生不息,False,AfterAction,1042003,No,102009,ChangeProperty
1043,灵归,False,DoDesitionAction,1043001,No,400005,AddRandomKey
1043,灵归,False,ReleaseSkillAction,1043002,No,4100002,RemoveAllKeyAndAddAllKey
1043,灵归,False,AfterAction,1043003,No,102008,ChangeProperty
1044,灵归,False,DoDesitionAction,1044001,No,400005,AddRandomKey
1044,灵归,False,ReleaseSkillAction,1044002,No,4100002,RemoveAllKeyAndAddAllKey
1044,灵归,False,AfterAction,1044003,No,102009,ChangeProperty
1046,舔舐伤口,False,ReleaseSkillAction,1046001,No,4300132,ClearAbnormalBuffAndAddGainBuff
1048,1048,False,ReleaseSkillAction,1048001,No,111021103,AddBuff
1049,1049,False,ReleaseSkillAction,1049001,No,4401201,ClearBuffByType
1049,1049,False,ReleaseSkillAction,1049001,No,111005105,AddBuff
1049,1049,False,ReleaseSkillAction,1049001,No,111006105,AddBuff
1049,1049,False,ReleaseSkillAction,1049001,No,111004103,AddBuff
1051,遮云手,False,AfterAction,1051002,No,400001,AddRandomKey
1052,掩护我,False,ReleaseSkillAction,1052001,No,4210001,ChangeNearlyBeActionTargetToTeamOther
1052,掩护我,False,AfterAction,1052002,No,101007,ChangeProperty
1052,掩护我,False,AfterAction,1052002,No,102004,ChangeProperty
1053,水戈再起,False,ReleaseSkillAction,1053001,No,111009103,AddBuff
1053,水戈再起,False,ReleaseSkillAction,1053001,No,111007103,AddBuff
1053,水戈再起,False,ReleaseSkillAction,1053001,No,107001,ChangeProperty
1053,水戈再起,False,ReleaseSkillAction,1053001,No,108001,ChangeProperty
1053,水戈再起,False,AfterAction,1053002,No,3800003,GetShieldBuffByPowerPct
2001,基法,False,AfterAction,2001001,No,101008,ChangeProperty
2002,奇术,False,AfterAction,2002001,No,101009,ChangeProperty
2003,杀伐技,False,AfterAction,2003001,No,101010,ChangeProperty
2004,引炁为刃,False,DoDesitionAction,2004001,No,2400001,ChangeSkillXuanQiCostByUnitRes
2004,引炁为刃,False,AfterAction,2004002,No,4800001,HealGangQiPctByCurr
2005,汇点一破,False,DoDesitionAction,2005001,No,2400002,ChangeSkillXuanQiCostByUnitRes
2005,汇点一破,False,AfterAction,2005002,No,4800002,HealGangQiPctByCurr
2006,绝玄戮命,False,DoDesitionAction,2006001,No,2400003,ChangeSkillXuanQiCostByUnitRes
2006,绝玄戮命,False,AfterAction,2006002,No,4800003,HealGangQiPctByCurr
2007,黭幽幻,False,ReleaseSkillAction,2007001,No,122019103,AddBuff
2007,黭幽幻,False,AfterAction,2007002,No,101008,ChangeProperty
2021,胡乱术法,False,DoDesitionAction,2021001,No,112014103,AddBuff
2021,胡乱术法,False,ReleaseSkillAction,2021002,No,122014102,AddBuff
2024,施力压迫,False,ReleaseSkillAction,2024002,No,122009103,AddBuff
2024,施力压迫,False,ReleaseSkillAction,2024002,No,122010103,AddBuff
2025,施力压迫,False,ReleaseSkillAction,2025002,No,122009103,AddBuff
2025,施力压迫,False,ReleaseSkillAction,2025002,No,122010103,AddBuff
2031,抹残香,False,ReleaseSkillAction,2031001,Yes,122015101,AddBuff
2031,抹残香,False,ReleaseSkillAction,2031001,Yes,122007102,AddBuff
2035,小雷令,False,ReleaseSkillAction,2035001,No,122012103,AddBuff
2035,小雷令,False,AfterAction,2035002,No,102003,ChangeProperty
2036,燕子回梭,False,DoDesitionAction,2036001,No,2900001,ChangeActionWheel
2036,燕子回梭,False,ReleaseSkillAction,2036002,No,122001101,AddBuff
2036,燕子回梭,False,AfterAction,2036003,No,101008,ChangeProperty
2037,截斗运,False,ReleaseSkillAction,2037001,No,122028102,AddBuff
2039,撕裂魂魄,False,DoDesitionAction,2039001,No,2400004,ChangeSkillXuanQiCostByUnitRes
2039,撕裂魂魄,False,DoDesitionAction,2039001,No,2900001,ChangeActionWheel
2039,撕裂魂魄,False,ReleaseSkillAction,2039003,Yes,105001,SetProperty
2039,撕裂魂魄,False,ReleaseSkillAction,2039004,No,122010105,AddBuff
2039,撕裂魂魄,False,AfterAction,2039005,No,400002,AddRandomKey
2040,红湃华雾,False,AfterAction,2040001,No,101005,ChangeProperty
2040,红湃华雾,False,AfterAction,2040001,No,119001001,AddBuff
2041,穿心煞,False,DoDesitionAction,2041001,No,2400005,ChangeSkillXuanQiCostByUnitRes
2041,穿心煞,False,ReleaseSkillAction,2041002,No,122031103,AddBuff
2041,穿心煞,False,AfterAction,2041003,No,4800001,HealGangQiPctByCurr
2042,野火,False,ReleaseSkillAction,2042001,Yes,3600001,DamageToTargetByProperty
2042,野火,False,AfterAction,2042002,No,101011,ChangeProperty
2043,云螭一现,False,DoDesitionAction,2043001,No,2400003,ChangeSkillXuanQiCostByUnitRes
2043,云螭一现,False,DoDesitionAction,2043001,No,112001102,AddBuff
2043,云螭一现,False,BeforeClash,2043002,No,142009102,AddBuff
2043,云螭一现,False,ReleaseSkillAction,2043003,No,122009102,AddBuff
2043,云螭一现,False,AfterAction,2043004,No,4800001,HealGangQiPctByCurr
2044,薄暗虹霓,False,ReleaseSkillAction,2044001,Yes,122020101,AddBuff
2045,月升,False,BeforeClash,2045001,Yes,119001101,AddBuff
2045,月升,False,AfterAction,2045002,No,101005,ChangeProperty
2046,净阳火,False,DoDesitionAction,2046001,No,2400006,ChangeSkillXuanQiCostByUnitRes
2046,净阳火,False,BeforeClash,2046002,Yes,101012,ChangeProperty
2046,净阳火,False,BeforeClash,2046002,Yes,101015,ChangeProperty
2047,解术,False,ReleaseSkillAction,2047001,No,3800004,GetShieldBuffByTechPct
2048,2048,False,DoDesitionAction,2048001,No,111001103,AddBuff
2048,2048,False,AfterAction,2048002,No,101008,ChangeProperty
2049,霜连天,False,BeforeClash,2049001,No,142010103,AddBuff
2050,残月分江,False,DoDesitionAction,2050001,No,2400007,ChangeSkillXuanQiCostByUnitRes
2050,残月分江,False,ReleaseSkillAction,2050002,Yes,5300001,ReturnSkillCostKey
2051,追魂破,False,DoDesitionAction,2051001,No,4220001,ChangeTargetRandom
2051,追魂破,False,DoDesitionAction,2051002,Yes,2900001,ChangeActionWheel
2051,追魂破,False,DoDesitionAction,2051002,Yes,2900011,ChangeActionWheel
2051,追魂破,False,DoDesitionAction,2051003,No,2400003,ChangeSkillXuanQiCostByUnitRes
2051,追魂破,False,ReleaseSkillAction,2051004,No,122016101,AddBuff
2052,送长离,False,ReleaseSkillAction,2052001,No,5400022,RemoveRandomKeyWithActionTimes
2053,过阴,False,AfterAction,2053001,Yes,117205401,AddBuff
2053,过阴,False,AfterAction,2053001,Yes,117205301,AddBuff
2054,走旱势,False,ReleaseSkillAction,2054001,No,122030103,AddBuff
2054,走旱势,False,AfterAction,2054002,No,102016,ChangeProperty
2055,2055,False,ReleaseSkillAction,2055001,Yes,200004,ChangeHpByAttackDamage
2055,2055,False,ReleaseSkillAction,2055001,Yes,200005,ChangeHpByAttackDamage
2055,2055,False,AfterAction,2055002,No,101013,ChangeProperty
2056,2056,False,ReleaseSkillAction,2056001,No,6600001,RecoverRoundBeDamagePct
2056,2056,False,AfterAction,2056002,No,102001,ChangeProperty
2059,凋零,False,ReleaseSkillAction,2059002,No,5500001,AddRandomBuff
2059,凋零,False,ReleaseSkillAction,2059002,No,122016101,AddBuff
2060,夜盖胧刀,False,ReleaseSkillAction,2060001,No,122007103,AddBuff
2061,施力压迫,False,ReleaseSkillAction,2061002,No,122009103,AddBuff
2061,施力压迫,False,ReleaseSkillAction,2061002,No,122010103,AddBuff
2062,施力压迫,False,ReleaseSkillAction,2062002,No,122009103,AddBuff
2062,施力压迫,False,ReleaseSkillAction,2062002,No,122010103,AddBuff
2063,森森邪气,False,ActionWheelStart,2063001,No,400003,AddRandomKey
2064,森森邪气,False,ActionWheelStart,2064001,No,400003,AddRandomKey
2065,天汉落子,False,ReleaseSkillAction,2065001,No,127206501,AddBuff
2065,天汉落子,False,AfterAction,2065002,No,111001103,AddBuff
2065,天汉落子,False,AfterAction,2065002,No,111011103,AddBuff
2068,三丹炎,False,ActionWheelStart,2068001,No,112031105,AddBuff
2068,三丹炎,False,ReleaseSkillAction,2068002,No,122007103,AddBuff
2068,三丹炎,False,ReleaseSkillAction,2068002,No,122002103,AddBuff
2069,拒之千里,False,DoDesitionAction,2069001,No,4401201,ClearBuffByType
2069,拒之千里,False,BeforeClash,2069002,No,111017101,AddBuff
2071,律令风行,False,DoDesitionAction,2071001,No,111004101,AddBuff
2072,2072,False,ReleaseSkillAction,2072001,No,119001602,AddBuff
2073,2073,False,ReleaseSkillAction,2073001,Yes,122030103,AddBuff
2073,2073,False,ReleaseSkillAction,2073002,Yes,122030102,AddBuff
3001,佯攻,False,AfterAction,3001001,No,102001,ChangeProperty
3002,三段式,False,AfterAction,3002001,No,102010,ChangeProperty
3003,攻敌式,False,AfterAction,3003001,No,102011,ChangeProperty
3004,试探试探,False,DoDesitionAction,3004001,No,2300002,ChangeSkillGangQiCostByUnitRes
3004,试探试探,False,AfterAction,3004002,No,4900001,HealXuanQiPctByCurr
3005,迎面对敌,False,DoDesitionAction,3005001,No,2300003,ChangeSkillGangQiCostByUnitRes
3005,迎面对敌,False,AfterAction,3005002,No,4900002,HealXuanQiPctByCurr
3006,倾力打击,False,DoDesitionAction,3006001,No,2300004,ChangeSkillGangQiCostByUnitRes
3006,倾力打击,False,AfterAction,3006002,No,4900003,HealXuanQiPctByCurr
3007,迅攻,False,DoDesitionAction,3007001,No,2900002,ChangeActionWheel
3007,迅攻,False,AfterAction,3007002,No,102003,ChangeProperty
3008,折燕,False,DoDesitionAction,3008001,No,2300005,ChangeSkillGangQiCostByUnitRes
3008,折燕,False,DoDesitionAction,3008002,Yes,119001702,AddBuff
3010,贴身向前,False,AfterAction,3010001,No,102001,ChangeProperty
3010,贴身向前,False,AfterAction,3010001,No,111003101,AddBuff
3011,蓄势待发,False,DoDesitionAction,3011001,No,122001103,AddBuff
3012,破竹,False,ReleaseSkillAction,3012001,No,122002110,AddBuff
3012,破竹,False,AfterAction,3012002,No,102002,ChangeProperty
3013,洪钟,False,DoDesitionAction,3013001,No,2300005,ChangeSkillGangQiCostByUnitRes
3013,洪钟,False,DoDesitionAction,3013001,No,112001101,AddBuff
3013,洪钟,False,ReleaseSkillAction,3013002,No,122002103,AddBuff
3014,拔山,False,DoDesitionAction,3014001,No,2300001,ChangeSkillGangQiCostByUnitRes
3015,芟荑,False,ReleaseSkillAction,3015001,Yes,6900001,ReturnSkillResourceCost
3017,点穴,False,ReleaseSkillAction,3017001,No,5500003,AddRandomBuff
3018,弹刹,False,AfterAction,3018001,No,3400001,AddActionTimes
3022,掠捕,False,AfterAction,3022002,No,102001,ChangeProperty
3024,反击,False,AfterAction,3024001,No,102001,ChangeProperty
3025,如骑,False,AfterAction,3025002,No,102010,ChangeProperty
3026,龙游雷,False,DoDesitionAction,3026001,No,111014103,AddBuff
3027,舍我,False,AfterAction,3027001,No,102001,ChangeProperty
3028,苦既吾身,False,DoDesitionAction,3028001,No,2300001,ChangeSkillGangQiCostByUnitRes
3028,苦既吾身,False,ReleaseSkillAction,3028002,No,200003,ChangeHpByAttackDamage
3028,苦既吾身,False,AfterAction,3028003,No,4900004,HealXuanQiPctByCurr
3029,绊手拌脚,False,ReleaseSkillAction,3029001,No,5000202,RemoveRandomKey
3029,绊手拌脚,False,AfterAction,3029002,No,102003,ChangeProperty
3030,横蛮断骨,False,ReleaseSkillAction,3030001,No,122011102,AddBuff
3030,横蛮断骨,False,AfterAction,3030002,No,102001,ChangeProperty
3031,莽袭,False,DoDesitionAction,3031001,No,2300006,ChangeSkillGangQiCostByUnitRes
3031,莽袭,False,AfterAction,3031002,No,112011104,AddBuff
3032,炁乱筋伤,False,DoDesitionAction,3032001,No,2300001,ChangeSkillGangQiCostByUnitRes
3032,炁乱筋伤,False,ReleaseSkillAction,3032002,Yes,122013102,AddBuff
3033,开口子,False,ReleaseSkillAction,3033001,No,122008102,AddBuff
3033,开口子,False,AfterAction,3033002,No,102001,ChangeProperty
3035,,False,DoDesitionAction,3035001,No,113008101,AddBuff
3035,,False,ReleaseSkillAction,3035002,No,142011102,AddBuff
3037,,False,DoDesitionAction,3037001,No,113010101,AddBuff
3038,冥降,False,ReleaseSkillAction,3038002,Yes,200002,ChangeHpByAttackDamage
3039,同灾,False,ReleaseSkillAction,3039002,No,5901222,AddHasBuff
3041,虎烈袭,False,ReleaseSkillAction,3041001,No,122001103,AddBuff
3041,虎烈袭,False,ReleaseSkillAction,3041001,No,122009103,AddBuff
3041,虎烈袭,False,AfterAction,3041002,No,102001,ChangeProperty
3042,极百炼,False,ReleaseSkillAction,3042001,No,111009103,AddBuff
3042,极百炼,False,ReleaseSkillAction,3042001,No,111010103,AddBuff
3043,冥降,False,ReleaseSkillAction,3043002,Yes,200002,ChangeHpByAttackDamage
3046,空神,False,ActionWheelStart,3046001,No,5600001,RemoveKey
3046,空神,False,AfterAction,3046004,No,112009104,AddBuff
3047,戏目,False,BeforeClash,3047001,No,142017101,AddBuff
3048,以牙还牙,False,DoDesitionAction,3048001,No,2300004,ChangeSkillGangQiCostByUnitRes
3048,以牙还牙,False,AfterAction,3048003,No,112011103,AddBuff
3049,枯芒乍秋,False,AfterAction,3049001,No,102012,ChangeProperty
3049,枯芒乍秋,False,AfterAction,3049001,No,119001501,AddBuff
3050,庇身雷,False,AfterAction,3050001,No,102012,ChangeProperty
3050,庇身雷,False,AfterAction,3050001,No,119001501,AddBuff
3052,黑手,False,DoDesitionAction,3052001,No,2900001,ChangeActionWheel
3052,黑手,False,ReleaseSkillAction,3052002,Yes,122002101,AddBuff
3053,夺梢,False,ReleaseSkillAction,3053001,No,122008101,AddBuff
3053,夺梢,False,AfterAction,3053002,No,102012,ChangeProperty
3054,铁掣,False,AfterAction,3054001,No,102013,ChangeProperty
3055,急乱冲撞,False,DoDesitionAction,3055001,No,4401202,ClearBuffByType
3055,急乱冲撞,False,ReleaseSkillAction,3055002,No,122032101,AddBuff
3055,急乱冲撞,False,AfterAction,3055003,No,112032101,AddBuff
3056,猛烈压铸,False,ReleaseSkillAction,3056002,No,122032101,AddBuff
3057,排开,False,DoDesitionAction,3057001,No,111017103,AddBuff
3057,排开,False,ReleaseSkillAction,3057002,No,4402102,ClearBuffByType
3058,铁爪功,False,ReleaseSkillAction,3058001,No,122017101,AddBuff
3058,铁爪功,False,AfterAction,3058002,No,102001,ChangeProperty
3059,猛虎下山,False,DoDesitionAction,3059001,No,2400009,ChangeSkillXuanQiCostByUnitRes
3059,猛虎下山,False,BeforeClash,3059002,No,111009101,AddBuff
3060,飞花落,False,ReleaseSkillAction,3060001,No,122008101,AddBuff
3060,飞花落,False,AfterAction,3060002,No,102001,ChangeProperty
3060,飞花落,False,AfterAction,3060002,No,6200001,TriggerBuffTimes
3061,破镜,False,DoDesitionAction,3061001,No,2300004,ChangeSkillGangQiCostByUnitRes
3061,破镜,False,DoDesitionAction,3061001,No,2900012,ChangeActionWheel
3062,大鱼上钩,False,ReleaseSkillAction,3062001,Yes,107003,ChangeProperty
3063,罴袭式,False,ReleaseSkillAction,3063001,Yes,122007102,AddBuff
3066,血涌天,False,ActionWheelStart,3066001,No,112008104,AddBuff
3066,血涌天,False,ActionWheelStart,3066001,No,111009102,AddBuff
3066,血涌天,False,BeforeClash,3066002,No,142008102,AddBuff
3066,血涌天,False,BeforeClash,3066002,No,142008102,AddBuff
3066,血涌天,False,AfterAction,3066003,No,102001,ChangeProperty
3067,沉舟擒钩,False,AfterAction,3067001,No,111004102,AddBuff
3068,天罗地网,False,DoDesitionAction,3068001,Yes,122007102,AddBuff
3068,天罗地网,False,ReleaseSkillAction,3068002,No,122015101,AddBuff
3069,断潮索,False,BeforeClash,3069001,No,142028101,AddBuff
3069,断潮索,False,ReleaseSkillAction,3069002,No,4402101,ClearBuffByType
3070,黑舸翻波,False,BeforeClash,3070001,No,111003101,AddBuff
3070,黑舸翻波,False,AfterAction,3070002,No,102001,ChangeProperty
3073,,False,AfterAction,3073002,No,102010,ChangeProperty
3074,,False,DoDesitionAction,3074001,No,2400001,ChangeSkillXuanQiCostByUnitRes
3074,,False,AfterAction,3074002,Yes,4900004,HealXuanQiPctByCurr
3074,,False,AfterAction,3074002,Yes,4900001,HealXuanQiPctByCurr
3075,寸兵释武,False,AfterAction,3075002,Yes,11009100,RemoveBuff
3077,,False,ReleaseSkillAction,3077001,Yes,101019,ChangeProperty
3078,,False,ReleaseSkillAction,3078001,No,122017102,AddBuff
3079,,False,DoDesitionAction,3079001,No,2500001,SetAccumulateDamage
3079,,False,ReleaseSkillAction,3079003,No,111009103,AddBuff
3079,,False,AfterAction,3079004,No,13037100,RemoveBuff
3080,,False,BeforeClash,3080001,No,113037104,AddBuff
3080,,False,ReleaseSkillAction,3080002,No,122002101,AddBuff
3081,暗喑,False,ReleaseSkillAction,3081001,Yes,122021101,AddBuff
3081,暗喑,False,ReleaseSkillAction,3081001,Yes,122014102,AddBuff
3082,,False,ReleaseSkillAction,3082001,Yes,122020102,AddBuff
3083,移祸,False,ReleaseSkillAction,3083002,Yes,5701220,TransferBuff
3083,移祸,False,ReleaseSkillAction,3083002,Yes,5701222,TransferBuff
3085,撼地,False,BeforeClash,3085002,No,5000202,RemoveRandomKey
3085,撼地,False,ReleaseSkillAction,3085003,No,122028102,AddBuff
3087,当头猛击,False,ReleaseSkillAction,3087001,Yes,122032101,AddBuff
3090,扬雾,False,BeforeClash,3090001,Yes,112034102,AddBuff
3090,扬雾,False,ReleaseSkillAction,3090003,No,122001102,AddBuff
3091,炁洪东隅,False,DoDesitionAction,3091001,No,2300001,ChangeSkillGangQiCostByUnitRes
3092,晴澜九耀,False,DoDesitionAction,3092001,No,6301201,ChangeChrono
3092,晴澜九耀,False,ReleaseSkillAction,3092002,No,6401201,ChangeWeather
3092,晴澜九耀,False,AfterAction,3092003,No,6700001,SetMinRecoverQiNatural
3095,冥降,False,ReleaseSkillAction,3095002,Yes,200002,ChangeHpByAttackDamage
3096,冥降,False,ReleaseSkillAction,3096002,Yes,200002,ChangeHpByAttackDamage
3099,移祸,False,ReleaseSkillAction,3099002,Yes,5701220,TransferBuff
3099,移祸,False,ReleaseSkillAction,3099002,Yes,5701222,TransferBuff
3102,当头猛击,False,ReleaseSkillAction,3102001,Yes,122032101,AddBuff
3104,移祸,False,ReleaseSkillAction,3104002,Yes,5701220,TransferBuff
3104,移祸,False,ReleaseSkillAction,3104002,Yes,5701223,TransferBuff
3107,当头猛击,False,ReleaseSkillAction,3107001,Yes,122032101,AddBuff
3110,,False,ReleaseSkillAction,3110001,No,122016102,AddBuff
3112,,False,ReleaseSkillAction,3112001,No,122011103,AddBuff
3113,,False,ReleaseSkillAction,3113001,No,122012103,AddBuff
3114,,False,ActionWheelStart,3114001,No,111007102,AddBuff
3114,,False,ReleaseSkillAction,3114003,No,5000201,RemoveRandomKey
3115,惊鸿,False,AfterAction,3115002,No,102001,ChangeProperty
3115,惊鸿,False,AfterAction,3115002,No,5000101,RemoveRandomKey
4001,炁转逆参,False,ReleaseSkillAction,4001001,No,122007104,AddBuff
4002,六爻速断,False,DoDesitionAction,4002001,No,2900003,ChangeActionWheel
4002,六爻速断,False,ReleaseSkillAction,4002002,No,162007101,AddBuff
4003,清神咒,False,ReleaseSkillAction,4003002,No,4401200,ClearBuffByType
4003,清神咒,False,AfterAction,4003003,No,400002,AddRandomKey
4003,清神咒,False,SkillEnd,4003004,No,119001302,AddBuff
